subject,awareness,variance_mean,peak_to_peak_mean
21,Seen,3.4218454508591566e-10,5.593833499345787e-05
21,Unseen,6.237954481229586e-11,3.743793298169627e-05
21,Unseen,5.4671972721535494e-11,3.4625303211830665e-05
21,Unseen,5.2644252692727216e-11,3.464535195231316e-05
21,Unseen,2.540365602597114e-10,4.8243060847704505e-05
21,Unseen,4.52653617624331e-11,3.18891516141311e-05
21,Unseen,4.608924654832847e-11,3.067588405503834e-05
21,Unseen,4.5752734145456924e-11,3.244545909107094e-05
21,Seen,1.0090204682912702e-10,4.292218427343667e-05
21,Unseen,4.820365352601908e-11,3.184126609645904e-05
21,Unseen,4.7921780622968674e-11,3.2547721250207764e-05
21,Unseen,5.102057804604131e-11,3.2703372420257754e-05
21,Unseen,2.2482476049792823e-10,4.8400634983889374e-05
21,Seen,5.963235301205885e-11,3.4698283151904374e-05
21,Unseen,5.095121460061278e-11,3.2999007383056616e-05
21,Unseen,4.783425768874239e-11,3.2257847647761355e-05
21,Unseen,2.361296485088378e-10,4.842427327548242e-05
21,Unseen,6.6720170301316e-11,3.6914153394634084e-05
21,Unseen,5.6176882058269604e-11,3.435085659058036e-05
21,Unseen,1.1122656401769816e-10,4.714798515055469e-05
21,Unseen,6.232600360921716e-11,3.853485670926448e-05
21,Unseen,5.857280549073756e-11,3.576255721037079e-05
21,Unseen,6.11576705353406e-11,3.552103365228677e-05
21,Unseen,8.135103381659958e-11,4.103350927367893e-05
21,Unseen,3.020259224006015e-10,5.440062650855916e-05
21,Unseen,6.992079508590536e-11,3.885715383566606e-05
21,Unseen,5.780832455184724e-11,3.535255278834592e-05
21,Unseen,5.747986334634225e-11,3.492465919040144e-05
21,Seen,6.512780899355989e-11,3.6344929638630354e-05
21,Seen,6.284077445028552e-11,3.571544704594584e-05
21,Seen,6.391940451364244e-11,3.829910077676876e-05
21,Seen,6.171491379882916e-11,3.47925923558506e-05
21,Unseen,6.46007807461022e-11,3.677878797311296e-05
21,Unseen,6.922870206066586e-11,3.509918356590725e-05
21,Unseen,5.4829797323050295e-11,3.374595484684523e-05
21,Unseen,7.010511036486602e-11,3.861911943306876e-05
21,Unseen,6.305602126597574e-11,3.670269188659328e-05
21,Seen,2.2185478431473368e-10,5.0298887968545934e-05
21,Unseen,6.722627335496291e-11,3.949935478698715e-05
21,Unseen,6.400266771255926e-11,3.539035412303565e-05
21,Unseen,3.836783010593679e-11,2.9639459843183573e-05
21,Unseen,7.472971535806119e-11,3.5981709445510287e-05
21,Unseen,1.283256672804947e-10,4.73788701905666e-05
21,Unseen,5.090972415021076e-11,3.153446186019019e-05
21,Unseen,4.131938785087177e-11,2.944380345451776e-05
21,Seen,3.272922469048831e-10,7.450284071265407e-05
21,Unseen,7.739121378012731e-11,3.810146944278635e-05
21,Seen,5.853802783422498e-11,3.431060622267497e-05
21,Unseen,2.4642331272986427e-10,4.478898774803539e-05
21,Unseen,3.115581347785464e-10,5.8714563790149285e-05
21,Unseen,6.114288261821835e-11,3.374984161667737e-05
21,Unseen,6.086085419193795e-11,3.6393893086616435e-05
21,Unseen,4.1108759542619834e-11,2.8058652732637775e-05
21,Seen,5.544358044917613e-11,3.394379028984965e-05
21,Seen,5.2785211481138005e-11,3.365679604927985e-05
21,Unseen,4.2678743782999015e-11,2.99621437366993e-05
21,Unseen,5.921960660481135e-11,3.389100085491887e-05
21,Unseen,8.045274485075322e-11,3.7817391399840924e-05
21,Unseen,8.16327029471309e-11,4.179849445685087e-05
21,Unseen,5.202384908243394e-11,3.2837665647599165e-05
21,Unseen,1.093437616347902e-10,4.417645409750228e-05
21,Unseen,4.3712690238257807e-11,3.0686601890266066e-05
21,Unseen,4.25249395309093e-11,2.970128188021091e-05
21,Seen,5.736553217126872e-11,3.414442623240814e-05
21,Unseen,3.1756898166436657e-10,5.094249447131431e-05
21,Unseen,5.229300687517654e-11,3.238151516255105e-05
21,Unseen,5.3986822157778705e-11,3.242114901534484e-05
21,Unseen,4.459337136728169e-11,2.87432462210323e-05
21,Unseen,5.204746274653461e-11,3.2731677184450275e-05
21,Unseen,2.672073606208108e-10,5.2688086441012525e-05
21,Unseen,6.269880970422619e-11,3.444371678664541e-05
21,Unseen,4.437922178925243e-11,2.9290578482198676e-05
21,Unseen,5.4575426787219217e-11,3.215042443341989e-05
21,Unseen,3.856374087100384e-11,2.991383953449552e-05
21,Unseen,4.7529106354368954e-11,3.267191726024213e-05
21,Unseen,5.317554632731834e-11,3.1756241119405575e-05
21,Unseen,6.623203008261474e-11,3.364874805117007e-05
21,Seen,5.03197780485801e-11,3.306211032882859e-05
21,Seen,6.206802584118079e-11,3.489878743211028e-05
21,Unseen,7.437687805530147e-11,3.626201252017127e-05
22,Unseen,2.6195527490822157e-11,2.3906770549542658e-05
22,Unseen,2.1383839606035964e-11,2.3558429766603842e-05
22,Seen,1.4749275475857215e-11,1.7325832030532716e-05
22,Unseen,1.7502959720351487e-11,1.9826253763759276e-05
22,Seen,2.349287801120344e-11,2.0690903467072975e-05
22,Seen,3.347323944414203e-11,2.4474541338110666e-05
22,Unseen,2.8897545828769e-11,2.2694240169549287e-05
22,Unseen,2.1777894358002587e-11,2.1589672875698746e-05
22,Seen,5.0001611505835176e-11,3.030294129311032e-05
22,Unseen,2.144425456744883e-11,2.0955168504855534e-05
22,Seen,2.225715492966712e-11,2.0979157285074993e-05
22,Seen,4.366317419885412e-11,2.7365283888563122e-05
22,Unseen,1.8164706368173167e-11,1.9784585909694547e-05
22,Seen,2.1923052727103515e-11,2.111755522177697e-05
22,Unseen,3.804481757184823e-11,2.7878689642459902e-05
22,Unseen,1.9973488008885284e-11,2.1418760061642263e-05
22,Unseen,2.256762075171902e-11,2.230451978353519e-05
22,Unseen,1.9993267386123224e-11,2.0201828192731305e-05
22,Seen,3.8300184743375296e-11,2.476609230973207e-05
22,Unseen,2.022719686193795e-11,2.070589781321054e-05
22,Seen,1.88512193734562e-11,1.9616331980948926e-05
22,Unseen,5.2386741922310976e-11,3.098721346021239e-05
22,Seen,4.261271735898458e-11,2.8435358817691354e-05
22,Seen,3.333128587036117e-11,2.496436466465835e-05
22,Unseen,3.406808077949213e-11,2.3364104173632287e-05
22,Seen,2.496739742992169e-11,2.231702245818555e-05
22,Seen,6.53460713941566e-11,3.475249552239598e-05
22,Seen,3.712466239970379e-11,2.397113094613367e-05
22,Unseen,2.3949826356059337e-11,2.1589448071268825e-05
22,Seen,3.529625435669514e-11,2.626577966455046e-05
22,Seen,2.2624994263467455e-11,2.1377684291349173e-05
22,Unseen,2.654799174593131e-11,2.3398791746168273e-05
22,Seen,1.7783490758418982e-11,1.9637244057612666e-05
22,Unseen,2.355776280412503e-11,2.1911388432038596e-05
22,Unseen,3.1539850000804536e-11,2.5673215361419334e-05
22,Seen,5.680102788832537e-11,3.0222022047851713e-05
22,Seen,4.1128797200124195e-11,2.5387673154265866e-05
22,Seen,3.1603298872323836e-11,2.4005044372297e-05
22,Seen,3.2921465049485e-11,2.340776045183019e-05
22,Seen,3.485245143841443e-11,2.6679862776619747e-05
22,Unseen,2.525641765343021e-11,2.1511041117338553e-05
22,Unseen,2.440342891965249e-11,2.329855716557609e-05
22,Unseen,2.0430595092372123e-11,2.0280121102878674e-05
22,Unseen,2.7719991973297124e-11,2.677350170776794e-05
22,Unseen,1.8970621507602633e-11,2.0431426473394995e-05
22,Seen,2.4499231507629686e-11,2.1974407011388226e-05
22,Unseen,2.5473793713691118e-11,2.2926208631939684e-05
22,Unseen,3.150223294429621e-11,2.4730211158458407e-05
22,Seen,8.41906392753457e-11,3.582670578269968e-05
22,Unseen,4.437477258406288e-11,2.7879690353267213e-05
22,Unseen,3.7924929409447183e-11,2.6867499765789356e-05
22,Unseen,6.814531977862533e-11,3.4077303678645306e-05
22,Seen,2.1710755384145085e-11,2.114873808935527e-05
22,Seen,4.1476177269541105e-11,2.5967582093855607e-05
22,Seen,2.4679360399765525e-11,2.2308146426102767e-05
22,Seen,4.2167419525870256e-11,2.7789693683009252e-05
22,Seen,4.55234423338401e-11,2.624745973378771e-05
22,Seen,3.144835666639201e-11,2.4903729363727622e-05
22,Seen,2.7670298166286655e-11,2.413565282564523e-05
22,Seen,3.6837268317480674e-11,2.5282512775229073e-05
22,Seen,3.3703815337554846e-11,2.327142395422593e-05
22,Unseen,2.3679625067675028e-11,2.2304971309207478e-05
22,Unseen,4.9960673735839014e-11,2.930591035601111e-05
22,Unseen,5.2015816497884954e-11,3.0169133446420793e-05
22,Seen,4.179870106510104e-11,2.771805209243996e-05
22,Seen,4.4730481973769783e-11,2.6985593177504667e-05
22,Seen,2.270982613780278e-11,2.132054645180151e-05
22,Seen,3.2394308472266036e-11,2.5074489613166356e-05
22,Seen,3.022805516341138e-11,2.496057929323157e-05
22,Seen,4.052638552794703e-11,2.7008519330886203e-05
22,Seen,3.1559215350239843e-11,2.49322178747465e-05
22,Seen,4.186671668532533e-11,2.7057555176835204e-05
22,Unseen,2.0078109816038377e-11,2.0898811255536868e-05
22,Unseen,3.6628278614066874e-11,2.6512696995502526e-05
22,Unseen,2.303396624664042e-11,2.1773341528068555e-05
22,Seen,3.797030760537488e-11,2.7163523343685487e-05
22,Seen,3.614414716118324e-11,2.5529929187694085e-05
22,Seen,4.0209637786131096e-11,2.8868430309691527e-05
22,Seen,3.905303265110793e-11,2.8103801141188618e-05
22,Seen,3.615724699072465e-11,2.541293624421107e-05
22,Unseen,2.316181476731125e-11,2.190008479180175e-05
22,Seen,2.1372546330377335e-11,1.9634686244086898e-05
22,Seen,3.198549228705168e-11,2.3408455151670517e-05
22,Seen,1.719770257985131e-11,1.8477457258214832e-05
22,Seen,4.000334648673888e-11,2.5856524188550206e-05
22,Unseen,2.160504496955217e-11,2.0969652357467954e-05
22,Seen,1.930505893172073e-11,2.0276571668760358e-05
22,Seen,3.2963926171866204e-11,2.4920058794599386e-05
22,Seen,2.6113972308267932e-11,2.2017149886670847e-05
22,Unseen,1.6949794695900746e-11,1.8102609423356174e-05
22,Seen,3.361253860472185e-11,2.3501683364267243e-05
22,Seen,3.1268235965422075e-11,2.3776537617650665e-05
22,Unseen,3.3960779236342486e-11,2.4957205586552287e-05
22,Seen,2.951313878212996e-11,2.0751443519156207e-05
22,Unseen,2.1881191007161893e-11,2.1476274442797317e-05
22,Seen,1.738269099399931e-11,1.7961263779484674e-05
22,Unseen,2.027327096410491e-11,2.073658520785692e-05
22,Seen,4.91291714222087e-11,2.8166796361003618e-05
22,Unseen,2.4535774284952027e-11,2.1635137273430208e-05
22,Unseen,1.3306141249361637e-11,1.7082799131499245e-05
22,Seen,4.0145133769881165e-11,2.445945377590706e-05
22,Seen,4.655934577229588e-11,2.8269617134645277e-05
22,Seen,4.479959576020207e-11,2.5024869818869187e-05
22,Seen,3.059593016973588e-11,2.3540031160465672e-05
22,Seen,3.585033043557886e-11,2.544415884915715e-05
22,Seen,3.9510342702491993e-11,2.805881318628124e-05
22,Unseen,2.421694674768342e-11,2.1165268441522898e-05
22,Seen,4.099160989260915e-11,2.513679795770222e-05
22,Unseen,3.7763137294992525e-11,2.5085630029135024e-05
22,Seen,2.8484546899606113e-11,2.2559211851759228e-05
22,Seen,5.3095657894103e-11,2.5638869223377226e-05
22,Seen,4.0270598427632876e-11,2.6677127871155754e-05
22,Unseen,3.024947173088774e-11,2.3495650175801145e-05
22,Seen,4.51474629870452e-11,2.7700627106965507e-05
22,Unseen,1.8522180475607594e-11,1.945647667144992e-05
22,Unseen,3.8825366040471973e-11,2.7134338228973883e-05
22,Seen,2.4507053190956683e-11,2.2008873270125395e-05
22,Seen,7.532215525768853e-11,3.391534491276292e-05
22,Seen,6.389963595187619e-11,3.337829040038252e-05
22,Unseen,2.7684960112576866e-11,2.4170736467616303e-05
22,Unseen,1.6268926114899012e-11,1.9241095106243387e-05
22,Seen,1.706102150769066e-11,1.8639949096278618e-05
22,Seen,2.233616112836366e-11,1.9979219795856455e-05
22,Seen,3.3225415753177107e-11,2.500342652727396e-05
22,Unseen,3.164731571358359e-11,2.4763434336952428e-05
22,Seen,3.751167828567274e-11,2.762919539570979e-05
22,Unseen,3.5851997114806007e-11,2.5970073424038937e-05
22,Unseen,2.598684315703406e-11,2.328531997277882e-05
22,Seen,4.5552347362019716e-11,3.071202599075663e-05
22,Seen,4.756340218257916e-11,2.9399577461739526e-05
22,Seen,3.5215992909530225e-11,2.6662301406407868e-05
22,Seen,2.4491116889077755e-11,2.1770691139182523e-05
22,Unseen,2.4455165264333138e-11,2.2249266809437354e-05
22,Seen,5.809973221222157e-11,3.285997925616778e-05
22,Seen,2.9849758476433384e-11,2.4440714641275823e-05
22,Unseen,3.4078999945066966e-11,2.6484348405478166e-05
22,Seen,2.088863654727949e-11,2.145017280757963e-05
22,Seen,3.804366549279407e-11,2.6155514429768534e-05
22,Seen,3.149670227278926e-11,2.653823919981019e-05
22,Unseen,2.413851159681328e-11,2.3658905727549025e-05
22,Seen,4.5073442686828544e-11,2.8582271039477986e-05
22,Seen,3.1124250772981305e-11,2.348441776089253e-05
22,Seen,3.847516602461553e-11,2.813480857499961e-05
22,Unseen,3.6152353155166327e-11,2.8186367621320322e-05
22,Seen,3.6107579865924567e-11,2.2641754652995278e-05
22,Seen,2.5580263428081467e-11,2.2561447736593423e-05
22,Unseen,3.799965515954256e-11,2.7198142454265692e-05
22,Unseen,1.827454410660552e-11,2.0828036570334876e-05
22,Unseen,2.0310783068206074e-11,2.281386179384657e-05
22,Unseen,2.5519338997039853e-11,2.3884722821339625e-05
22,Seen,5.0836493023217636e-11,3.060203675189919e-05
22,Unseen,2.2805326416960246e-11,2.1961642357908786e-05
22,Unseen,1.8731247230549498e-11,2.0538172652609422e-05
22,Unseen,2.250908383717865e-11,2.223493372825438e-05
22,Seen,4.440470525030224e-11,2.68553145717781e-05
22,Seen,3.625098477172911e-11,2.9538068129232918e-05
22,Seen,2.6022714196378294e-11,2.2493520045628396e-05
22,Seen,2.5227574245716662e-11,2.14967007740474e-05
22,Unseen,2.9165640605278464e-11,2.535306686066643e-05
22,Unseen,4.087288382108264e-11,3.229117278335331e-05
22,Unseen,4.560365710607144e-11,3.002799579090337e-05
22,Unseen,1.638426062135135e-11,1.9090236428216118e-05
22,Seen,1.916965064500614e-11,2.0694513969155215e-05
22,Seen,3.083159711364657e-11,2.670915235896454e-05
22,Seen,2.6369796812576532e-11,2.41747517396066e-05
22,Unseen,2.413440025845012e-11,2.421769145875891e-05
22,Seen,3.582543371481498e-11,2.5426822631338144e-05
22,Seen,2.7018307749735404e-11,2.322445081172999e-05
22,Unseen,2.2480851149099005e-11,2.1323274825576232e-05
22,Seen,2.277415132890136e-11,2.2518665118929107e-05
22,Seen,5.3851896638764e-11,3.306283697012641e-05
22,Seen,4.7933842081078664e-11,2.8587438415787743e-05
22,Seen,6.034561596603968e-11,3.236309877709599e-05
22,Seen,4.9813731433790595e-11,3.1160266899153345e-05
22,Unseen,2.3126308444175225e-11,2.2490207694138323e-05
22,Seen,6.661862347838336e-11,3.5603892437510465e-05
22,Unseen,2.3183636893287006e-11,2.2553567927870516e-05
22,Seen,4.6542311670647885e-11,3.181506963145805e-05
22,Seen,3.2936620842859044e-11,2.6303362653585237e-05
22,Unseen,3.0618862009652334e-11,2.5084220929094527e-05
22,Seen,2.9371351720043775e-11,2.5536217716754467e-05
22,Seen,9.77295063100214e-11,4.304051553347559e-05
22,Unseen,2.911551599710513e-11,2.416576515802052e-05
22,Unseen,1.6425787738839984e-11,1.965965195486546e-05
22,Seen,4.921857895469427e-11,2.8391898531715086e-05
22,Seen,2.8976401899189357e-11,2.3750246033402725e-05
22,Unseen,2.727001841376191e-11,2.395280838235308e-05
22,Seen,3.2891201202473875e-11,2.5249228841424094e-05
22,Seen,3.998062433860866e-11,2.682637766842115e-05
22,Seen,4.354985238690999e-11,2.9003680748250952e-05
22,Unseen,5.317607997769061e-11,3.20898978862972e-05
22,Unseen,1.709119715582502e-11,1.9391197040768912e-05
22,Unseen,2.6457221232517885e-11,2.457492089450261e-05
22,Unseen,6.09499787425519e-11,3.4893383989563006e-05
22,Seen,6.295296825116853e-11,3.279029168572918e-05
22,Seen,4.160795169186913e-11,2.662745698370601e-05
22,Seen,3.7928516994225687e-11,2.6543956542204673e-05
22,Unseen,2.345173328058863e-11,2.1998152317679596e-05
22,Seen,3.239140249115031e-11,2.4711113562007414e-05
22,Unseen,3.1404646036246695e-11,2.7574155551638912e-05
22,Unseen,3.31812770509071e-11,2.6480887975365652e-05
22,Seen,2.7939902550609806e-11,2.3776502775289396e-05
22,Seen,3.788190313723244e-11,2.7760695034094556e-05
22,Seen,7.201242390515464e-11,3.5604151011498865e-05
22,Seen,3.359822039871101e-11,2.4103609675355505e-05
22,Unseen,1.950866275655586e-11,2.026224480732996e-05
22,Unseen,2.223596614264972e-11,2.2674589934097117e-05
22,Seen,2.832849144520161e-11,2.1660685299634625e-05
22,Seen,4.376526599346199e-11,2.964243005205482e-05
22,Unseen,5.169805113540108e-11,3.0131078946635538e-05
22,Unseen,1.9506477917104016e-11,2.1335646955292745e-05
22,Seen,5.224963362764324e-11,2.8076217510158112e-05
22,Seen,5.6777529590403553e-11,2.803864023841073e-05
22,Unseen,2.694708119860019e-11,2.4580411059747247e-05
22,Unseen,3.99241092035974e-11,2.8280095720520327e-05
22,Seen,2.598877379834805e-11,2.305855720871144e-05
22,Unseen,3.046473198257617e-11,2.5479227045427257e-05
22,Unseen,2.830343444615021e-11,2.520306037017268e-05
22,Unseen,2.8884560050865436e-11,2.5515116462485986e-05
22,Seen,2.8170822938845056e-11,2.539797854114394e-05
22,Seen,3.989530421053941e-11,2.7945733781167604e-05
22,Unseen,3.300308983714684e-11,2.699740090448441e-05
22,Seen,3.5164545162999576e-11,2.5474807285740274e-05
22,Seen,3.291696981006993e-11,2.6289398327410913e-05
22,Seen,2.6527268822529458e-11,2.505952986299231e-05
22,Unseen,3.682753011565537e-11,2.8028448268991185e-05
22,Seen,9.40808122045984e-11,4.1888877077672266e-05
22,Unseen,3.358857758866626e-11,2.7038807717320817e-05
22,Unseen,2.954994723806843e-11,2.5349760830281495e-05
22,Seen,8.905786477822672e-11,3.730805323089915e-05
22,Unseen,4.3852874940732724e-11,3.0003390485544497e-05
22,Unseen,4.3548468096987956e-11,2.789491977450017e-05
22,Unseen,3.579472688393509e-11,2.8007602113754073e-05
22,Seen,4.734546786722009e-11,2.925203510921667e-05
22,Unseen,4.366001171845729e-11,2.950438058265816e-05
22,Unseen,3.241932303748767e-11,2.6324852202060876e-05
22,Seen,5.3749470576514475e-11,3.149492781066283e-05
22,Unseen,3.957799067728986e-11,3.0509007148783944e-05
22,Unseen,2.201669754625688e-11,2.1925194141367835e-05
22,Seen,2.7306253886409568e-11,2.342510583364003e-05
22,Unseen,2.7618802217057974e-11,2.37285825453043e-05
22,Seen,4.653344050551835e-11,2.8900348193226135e-05
22,Unseen,2.3262801090292868e-11,2.3247218010962232e-05
22,Seen,7.19389509687502e-11,3.5542486186662794e-05
22,Seen,8.904146282372728e-11,4.012514772517648e-05
22,Unseen,3.613114286601655e-11,2.7569631991884752e-05
22,Seen,4.0650138238635466e-11,2.9628806771886064e-05
22,Unseen,3.0730283376965885e-11,2.6377787689975774e-05
22,Seen,2.6090707164526335e-11,2.4383180140019624e-05
22,Seen,3.321397178687848e-11,2.685205140600685e-05
22,Seen,6.855920512969678e-11,3.5123082624396226e-05
22,Seen,4.8682261028788386e-11,3.072258485251809e-05
22,Unseen,4.382790652316597e-11,2.9550953932332916e-05
22,Seen,5.915683858438836e-11,3.189582001116852e-05
22,Unseen,3.125731664362159e-11,2.455862832158303e-05
22,Seen,3.917934539767968e-11,2.9341640743376182e-05
22,Seen,7.280889274761273e-11,3.6281940305143055e-05
22,Seen,3.0496778055962096e-11,2.573674839303588e-05
22,Seen,4.987671639888524e-11,3.1217210288972273e-05
22,Unseen,4.72931173155043e-11,2.993690464761425e-05
22,Seen,3.409810761368606e-11,2.7688590071779626e-05
22,Seen,3.175807963197062e-11,2.6449703212530233e-05
22,Seen,5.965483433618389e-11,3.380167179077627e-05
22,Unseen,2.2649819782557323e-11,2.2436975235332123e-05
22,Seen,3.874597243616821e-11,2.8416123576579566e-05
22,Seen,3.4677654084392016e-11,2.6330023483488517e-05
22,Unseen,3.353189786598531e-11,2.6802469746059527e-05
22,Seen,3.7353997139685925e-11,2.8390792012770547e-05
22,Unseen,3.242353518669921e-11,2.7720259885065276e-05
22,Unseen,3.00969350261189e-11,2.6088640260743073e-05
22,Unseen,5.7014797620302646e-11,3.4058687487220227e-05
22,Seen,8.705174238372877e-11,3.861663899273494e-05
22,Unseen,3.7393205015661923e-11,2.849335926729899e-05
22,Seen,3.4570470771627444e-11,2.758994428815984e-05
22,Seen,3.798941374185447e-11,2.7022957723471417e-05
22,Seen,9.242381284751623e-11,4.030506145629759e-05
22,Unseen,3.8186083291084354e-11,2.7659984198789365e-05
22,Seen,3.955636921743984e-11,3.0043068878313423e-05
22,Unseen,2.5260387993408892e-11,2.499774729401429e-05
22,Unseen,3.544256557646041e-11,2.7666577957363377e-05
22,Unseen,3.064790071558993e-11,2.59163809528053e-05
22,Unseen,3.264763651878141e-11,2.734534367268146e-05
22,Unseen,3.2115804585453566e-11,2.738044883792599e-05
22,Seen,3.5047571299840957e-11,2.6921003536455774e-05
22,Seen,3.777875146841104e-11,2.953082205839474e-05
22,Unseen,3.953803376664058e-11,2.9687601028920757e-05
22,Unseen,6.071108841056035e-11,3.411984492217924e-05
22,Seen,6.073311264796876e-11,3.0514280152372132e-05
22,Seen,7.488763007403256e-11,3.867684649846064e-05
22,Seen,8.603106566765803e-11,4.175929322615558e-05
22,Seen,4.508975341335272e-11,3.068885130405594e-05
22,Unseen,4.003767246191917e-11,2.8825239820659072e-05
22,Unseen,5.1030639917154616e-11,3.1812647462760164e-05
22,Seen,6.068614508286931e-11,3.307503136967229e-05
22,Seen,4.341052007037452e-11,2.983869180418511e-05
22,Seen,6.315098673023573e-11,3.258737930012038e-05
22,Unseen,6.407344783313285e-11,3.612594530923379e-05
22,Seen,8.427240184925184e-11,3.877090143998182e-05
22,Unseen,4.0724898863791206e-11,2.974832639252769e-05
22,Seen,7.526641238210961e-11,3.933643607726225e-05
22,Seen,4.0180084818576565e-11,2.9608921612292936e-05
22,Unseen,3.787091491945239e-11,3.0093460390371688e-05
22,Seen,2.8979688113659638e-11,2.5510090175391664e-05
22,Unseen,2.6576746999857508e-11,2.4419880777269845e-05
22,Unseen,5.372092440245392e-11,3.3679810841387794e-05
22,Unseen,2.389232928988791e-11,2.4921130594023406e-05
22,Unseen,5.846371725116201e-11,3.3465850289266574e-05
22,Unseen,4.669725138538308e-11,3.1300773658955444e-05
22,Unseen,5.160362780900962e-11,3.2005574907498306e-05
22,Unseen,4.627407269517675e-11,3.3304498616423003e-05
22,Seen,3.3601345547804884e-11,2.7401456562759178e-05
22,Seen,4.48909268233174e-11,3.233226188634341e-05
22,Unseen,3.807673587046656e-11,2.904048833609312e-05
22,Unseen,3.793160020076611e-11,2.8397322385164574e-05
22,Seen,4.039364312615246e-11,2.90516197614089e-05
22,Seen,3.692037027605726e-11,2.792390823497524e-05
22,Seen,6.001690642059712e-11,3.429173703121046e-05
22,Unseen,3.6314167612747426e-11,2.8262150855843545e-05
22,Unseen,3.815744205604548e-11,2.8569647336973373e-05
22,Seen,2.0840400356499513e-11,1.9567251051373938e-05
22,Unseen,2.4320926837200133e-11,2.0110433193649733e-05
22,Seen,3.396688089589108e-11,2.4312862086438694e-05
22,Seen,5.2398923091644445e-11,2.992422769812555e-05
22,Seen,3.111472216510772e-11,2.377622672815143e-05
22,Seen,3.498195793958602e-11,2.5658570663720503e-05
22,Seen,4.421742605183996e-11,2.770705943490032e-05
22,Seen,4.742898291885498e-11,2.7072109056906573e-05
22,Unseen,3.5099236538401306e-11,2.7025684462712216e-05
22,Seen,1.0464981551749187e-10,4.193289132560509e-05
22,Unseen,3.078618042440677e-11,2.370197163100156e-05
22,Seen,5.092123152990065e-11,2.96639941129299e-05
22,Unseen,3.4814147057726334e-11,2.427434037926838e-05
22,Seen,6.418915128762301e-11,3.2278686147477586e-05
22,Seen,5.047448662414912e-11,2.8357828338025846e-05
22,Unseen,3.455426909273558e-11,2.6511846943311742e-05
22,Seen,2.638006936819582e-11,2.3365730226893934e-05
22,Seen,2.89291300567537e-11,2.4191470454574182e-05
22,Unseen,2.6829063820553353e-11,2.3694545301226147e-05
22,Unseen,3.165563076677733e-11,2.747280227833415e-05
22,Unseen,3.063493390156049e-11,2.5024555001331368e-05
22,Unseen,5.245681425296423e-11,3.3907103819037655e-05
22,Seen,1.6189900542333508e-10,5.035022030171592e-05
22,Seen,5.3924593488161487e-11,3.305997870748989e-05
22,Unseen,4.0494229165359284e-11,2.844687208431504e-05
22,Seen,4.9746636271427136e-11,3.1852581056987416e-05
22,Seen,3.512318231920748e-11,2.754558326941319e-05
22,Unseen,7.104504975520601e-11,3.668202931773749e-05
22,Seen,3.859567367174452e-11,2.852841256322011e-05
22,Unseen,5.767468750804673e-11,3.351584035850272e-05
22,Unseen,4.626236455753671e-11,3.130885316875919e-05
22,Unseen,6.482930592952589e-11,3.538033140451887e-05
22,Seen,6.771645878792656e-11,3.9223349593943414e-05
22,Unseen,4.8128390379513076e-11,3.3698404659726803e-05
22,Unseen,3.591650546772715e-11,2.8428443899702474e-05
22,Unseen,3.8452676771510324e-11,2.7889518734151906e-05
22,Unseen,3.2649375847580204e-11,2.70940590783729e-05
22,Seen,4.252217321541455e-11,2.9762920862331163e-05
22,Seen,3.8831955629682524e-11,2.8311884537474032e-05
22,Unseen,2.09503925985921e-11,2.299924552141024e-05
22,Seen,2.6307999598585065e-11,2.4477520192391437e-05
22,Unseen,1.9233329182483782e-11,2.1182216199810074e-05
22,Unseen,2.8632509272180084e-11,2.420271263881346e-05
22,Unseen,1.9063135042848134e-11,1.98159392852339e-05
22,Unseen,2.3410436775674744e-11,2.3624035940204107e-05
22,Seen,4.7733162323651956e-11,2.9327250538742146e-05
22,Seen,2.4940497292232127e-11,2.2752899116971632e-05
22,Unseen,4.28422672184916e-11,3.0179290197704578e-05
22,Seen,7.084956168385501e-11,3.220863588527737e-05
22,Seen,5.6554302585181166e-11,3.064919580335728e-05
22,Seen,5.69719932503119e-11,3.223505128582853e-05
22,Seen,3.088146036271012e-11,2.5962100075852922e-05
22,Seen,5.233723374954163e-11,3.150621526055085e-05
22,Unseen,2.1963067701076877e-11,2.2125955715085084e-05
22,Unseen,3.078438723651318e-11,2.6600703046968264e-05
22,Unseen,2.8972798566595766e-11,2.5363829987239186e-05
22,Seen,6.218216916177031e-11,3.366731749976857e-05
22,Seen,3.0552467871916217e-11,2.903495856312602e-05
22,Seen,3.013858078224376e-11,2.5482405871539866e-05
22,Seen,6.331301796810378e-11,3.485653513690187e-05
22,Unseen,4.080164355919337e-11,2.9929646915859173e-05
22,Seen,3.762678599005565e-11,2.7474966000142834e-05
22,Seen,1.1882694169728707e-10,4.568733056909164e-05
22,Unseen,6.221427888240999e-11,3.4606582010867466e-05
22,Seen,3.0505944160800406e-11,2.739657950603394e-05
22,Seen,4.327851382845944e-11,2.94299043578508e-05
22,Seen,6.894151783672122e-11,3.425804501509508e-05
22,Unseen,3.080400186675189e-11,2.5225903086398984e-05
22,Seen,6.281099264754572e-11,3.468074772580004e-05
22,Seen,4.517330589957812e-11,2.9825889080104084e-05
22,Unseen,3.011319744057641e-11,2.553899738710317e-05
22,Unseen,5.019984356071681e-11,3.172568163241114e-05
22,Unseen,3.953690505593776e-11,3.0154645670515076e-05
22,Seen,6.245816572153184e-11,3.394542234261005e-05
22,Seen,4.817730084194176e-11,3.2191349527189646e-05
