subject,awareness,variance_mean,peak_to_peak_mean
13,Unseen,1.1642381145911836e-10,5.083008938253623e-05
13,Seen,9.447214046020247e-11,4.8051859112658575e-05
13,Seen,1.0708944099241086e-10,4.973537688140388e-05
13,Seen,2.3919965903558014e-10,6.227358505592568e-05
13,Unseen,1.3887213372561983e-10,5.468077297452766e-05
13,Seen,9.805445394509193e-11,5.2082349120238314e-05
13,Unseen,1.1880616041530643e-10,5.391358432788162e-05
13,Unseen,2.1157075100166674e-10,5.382029630223045e-05
13,Seen,9.597665867658553e-11,4.8685161396252176e-05
13,Unseen,1.8309460537099231e-10,5.913934891426967e-05
13,Unseen,8.565076213273776e-11,4.227076877103676e-05
13,Seen,1.2609290726582414e-10,5.1943554735282606e-05
13,Seen,9.830566516026427e-11,4.5186200740164594e-05
13,Seen,2.0398375185071504e-10,6.313728399196722e-05
13,Unseen,1.25556406993946e-10,5.530754791090429e-05
13,Seen,1.5486594649088682e-10,5.825723340224456e-05
13,Unseen,1.7684478104364874e-10,6.118577121626074e-05
13,Unseen,1.3969124029274245e-10,5.758939277925962e-05
13,Unseen,2.3811795036455134e-10,7.711692241495472e-05
13,Unseen,9.647698154387045e-11,5.015000078425219e-05
13,Unseen,9.194583299840284e-11,4.616002066515956e-05
13,Unseen,2.491734832411636e-10,5.7879460270235234e-05
13,Unseen,1.690648860645577e-10,5.746736632077612e-05
13,Unseen,1.9201080059618364e-10,5.65126944235489e-05
13,Seen,1.5876444299525078e-10,6.153176481993863e-05
13,Unseen,1.4890706012966608e-10,4.7564312843723035e-05
13,Seen,8.912579919403124e-11,4.989171516095414e-05
13,Unseen,1.0706222683939078e-10,4.617385616255544e-05
13,Unseen,5.622164275615967e-11,3.32729307271077e-05
13,Seen,8.454504476965835e-11,4.554778619629291e-05
13,Unseen,1.7593642776346935e-10,6.378020957902304e-05
13,Unseen,3.117523501686343e-10,8.634476420791078e-05
13,Unseen,1.1140951646182004e-10,4.7902676907167366e-05
13,Unseen,2.787825897833472e-10,7.386546261914796e-05
13,Unseen,9.099308432132189e-11,4.26972477822931e-05
13,Unseen,1.3310678735434658e-10,5.0165896546484146e-05
13,Unseen,1.0366040491124092e-10,4.5600685699033704e-05
13,Unseen,1.8261809317926978e-10,5.977965083513524e-05
13,Unseen,3.858549075735927e-10,7.055325196598304e-05
13,Unseen,2.4990267758546205e-10,7.619580736963389e-05
13,Seen,1.0341135254297971e-10,5.381724090133624e-05
13,Unseen,9.256855251862318e-11,4.888610186351214e-05
13,Unseen,8.829229157691376e-11,4.925063980613846e-05
13,Unseen,7.05558545043482e-11,4.433581674185771e-05
13,Unseen,7.737064051166753e-11,4.1369414195869595e-05
13,Seen,8.039216044780296e-11,4.2728299881426936e-05
13,Unseen,9.546027127411192e-11,4.578808887894057e-05
13,Unseen,1.905703749906813e-10,6.57725876626632e-05
13,Unseen,1.0680413687728756e-10,5.122204593702846e-05
13,Unseen,8.365508415077392e-11,4.625225825994528e-05
13,Unseen,1.0584631642613223e-10,4.6421689514398914e-05
13,Seen,7.17372930641681e-11,4.1933758880989726e-05
13,Seen,1.3476304888918223e-10,5.414257539432213e-05
13,Unseen,1.222700519860408e-10,5.0896555381149756e-05
13,Unseen,1.2378611370404978e-10,5.237104046472404e-05
13,Unseen,9.015683229683075e-11,4.976901255838663e-05
13,Seen,1.4356243927748793e-10,5.6712802077149207e-05
13,Unseen,1.303297357779722e-10,5.05151016608649e-05
13,Unseen,1.4557909200859652e-10,6.06279465308339e-05
13,Seen,1.366994107673924e-10,4.8912508789126636e-05
13,Seen,1.403777937949282e-10,5.8502989363175644e-05
13,Seen,1.589324849755136e-10,5.846318212730283e-05
13,Unseen,1.4582449653672855e-10,5.973366549650649e-05
13,Unseen,2.383836921927899e-10,5.749000781026108e-05
13,Unseen,1.35713735886509e-10,5.423024889477456e-05
13,Unseen,1.781415614956229e-10,5.809398893750022e-05
13,Unseen,2.0931471755640868e-10,5.3050119879412903e-05
13,Unseen,1.4823986031596068e-10,5.2342186734934036e-05
13,Unseen,1.30428664268291e-10,4.784657562285356e-05
13,Seen,1.4518305858960693e-10,5.0457399928958224e-05
13,Seen,1.6730456316816105e-10,5.9949028936436483e-05
13,Seen,1.0194533382130901e-10,5.16192865518499e-05
13,Seen,1.2223860012189734e-10,5.082644686163905e-05
13,Unseen,8.066196254705124e-11,4.7935124700584915e-05
13,Unseen,5.8036593146739926e-11,3.683387866286426e-05
13,Unseen,9.32089867928562e-11,4.384007546130681e-05
13,Unseen,8.456879450439746e-11,4.027653526547094e-05
13,Unseen,6.662389455802788e-11,3.7428693032309534e-05
13,Unseen,4.2701936689672587e-10,6.358403103484077e-05
13,Unseen,1.647893027981832e-10,5.1498624311411596e-05
13,Unseen,1.3380822999690653e-10,5.897097079819167e-05
13,Unseen,1.0514302487939454e-10,5.1732287761132555e-05
13,Seen,2.025795114558071e-10,5.939061778997742e-05
13,Seen,1.0158624394733073e-10,4.871562727502136e-05
13,Seen,2.499506102511194e-10,6.173675089762843e-05
13,Seen,2.2893996735163388e-10,6.474866918394251e-05
13,Unseen,9.220902367263422e-11,4.170599552000236e-05
13,Unseen,1.6293996860994098e-10,5.4106140358091184e-05
13,Seen,2.1544839393547103e-10,5.598981230878452e-05
13,Seen,2.279532417235239e-10,5.473461775968366e-05
13,Seen,2.0259506262554723e-10,5.7602812500503654e-05
13,Unseen,6.717737180359222e-11,4.0250862434260985e-05
13,Unseen,8.036204458534333e-11,4.147316493193131e-05
13,Unseen,6.549959077177044e-11,3.682353495361481e-05
13,Seen,8.427336960573874e-11,4.227018046488646e-05
13,Seen,5.083131095522234e-10,9.441402541659723e-05
13,Seen,1.1378845589326806e-10,5.462501661268639e-05
13,Unseen,1.8473907235899849e-10,7.165556705204362e-05
13,Seen,2.426224998094655e-10,5.751861083033784e-05
13,Seen,1.5683088027688303e-10,5.400248117312e-05
13,Unseen,1.290857299398621e-10,4.816406352210661e-05
13,Seen,6.49664694756274e-11,3.6418037003588334e-05
13,Unseen,1.568492435815545e-10,5.4025124438960864e-05
13,Unseen,8.595014374806555e-11,4.819590227471646e-05
13,Unseen,8.985741461812611e-11,4.3432255131881564e-05
13,Unseen,7.003463908998864e-11,3.8905524789277275e-05
13,Seen,8.912480981953126e-11,4.4395762394102044e-05
13,Unseen,7.866899648189853e-11,4.32510858781471e-05
13,Seen,1.1010330724279774e-10,4.833685718332399e-05
13,Seen,1.5250189220623693e-10,4.992669224449247e-05
13,Seen,1.3332664708890788e-10,4.7846888714174574e-05
13,Unseen,1.8712766069032895e-10,5.008848383921419e-05
13,Unseen,1.2752709855222933e-10,4.833477649182774e-05
13,Unseen,8.184528116809887e-11,4.2343195983649615e-05
13,Seen,1.1473419435247734e-10,5.9316929464960306e-05
13,Unseen,1.0540768708547258e-10,4.942081803256961e-05
13,Seen,1.0945742190496715e-10,5.3521258199681225e-05
13,Unseen,9.23086651676341e-11,4.531632699185753e-05
13,Seen,8.609243124236702e-11,4.2520896186234936e-05
13,Unseen,7.834254714584055e-11,4.047709524403654e-05
13,Unseen,1.1185012726090689e-10,4.7931204540992195e-05
13,Unseen,1.5496262784929942e-10,5.576694848688478e-05
13,Unseen,1.2982599259240185e-10,5.1434405685211216e-05
13,Seen,1.261657105612313e-10,4.725305940569794e-05
13,Seen,1.3895730095282125e-10,4.6788608263849255e-05
13,Seen,1.6367339487021447e-10,5.580941735139224e-05
13,Unseen,1.4001387436853948e-10,5.180099302968431e-05
13,Seen,1.7255461931912196e-10,5.353433551686697e-05
13,Unseen,1.4657271462190718e-10,5.749718905556961e-05
13,Unseen,1.3093735274960897e-10,4.754976772939497e-05
13,Unseen,1.687445942020677e-10,6.500865146921633e-05
13,Unseen,1.2880125212049344e-10,5.324325788678864e-05
13,Seen,1.4771984554579307e-10,5.554093352567104e-05
13,Seen,2.850521970769902e-10,7.800873843674246e-05
13,Unseen,1.2921106917083694e-10,5.288468691556027e-05
13,Unseen,1.7983168696200487e-10,5.894755081643997e-05
13,Unseen,8.018511352164183e-11,4.4911251470364095e-05
14,Unseen,2.8004340138590782e-11,2.442562873150737e-05
14,Unseen,2.725084044801548e-11,2.381467988499584e-05
14,Unseen,3.637659554795702e-11,2.6362962255944057e-05
14,Unseen,3.442309668335717e-11,2.692333550638567e-05
14,Unseen,3.9532094330437735e-11,2.7968976790598612e-05
14,Unseen,4.1951301106146e-11,2.7905713806621265e-05
14,Unseen,3.164798785303575e-11,2.6687669064264417e-05
14,Unseen,4.1886487219858136e-11,2.8564989079303624e-05
14,Unseen,2.935503078058397e-11,2.431260538935854e-05
14,Unseen,3.0114648951938126e-11,2.5265955668536287e-05
14,Unseen,3.452085872413492e-11,2.643923964545773e-05
14,Unseen,4.116942435203818e-11,2.8824223206452623e-05
14,Unseen,3.799598208929782e-11,2.797324972301086e-05
14,Unseen,3.394131056305618e-11,2.6044951464130146e-05
14,Unseen,3.5278011617413873e-11,2.77354878617556e-05
14,Unseen,4.758892725137336e-11,3.026240742453496e-05
14,Unseen,3.088883401361623e-11,2.6692055959218597e-05
14,Unseen,3.229488643723675e-11,2.5609894475402663e-05
14,Seen,4.2322391885621536e-11,3.018424393400134e-05
14,Unseen,4.010899792569841e-11,2.8267095597458398e-05
14,Seen,4.9274872388852155e-11,3.0489652169824752e-05
14,Unseen,3.8077970836718144e-11,2.73091400977719e-05
14,Unseen,3.1723687865202736e-11,2.5537700206079055e-05
14,Unseen,4.080207245375768e-11,2.828654702681228e-05
14,Unseen,3.824867612332371e-11,2.6928371198854674e-05
14,Unseen,4.265023868404653e-11,2.9153045539848863e-05
14,Unseen,4.1085033072671196e-11,2.9736881570758784e-05
14,Unseen,2.7995432275365414e-11,2.355667078748486e-05
14,Unseen,4.608079507840835e-11,3.0653918623684675e-05
14,Unseen,4.6570510189054214e-11,3.126503883070064e-05
14,Unseen,3.3766163228562894e-11,2.531844332638705e-05
14,Unseen,4.9368589552873465e-11,3.114061538909418e-05
14,Unseen,4.243073070937744e-11,2.8884301059596957e-05
14,Unseen,4.0970167375209935e-11,2.8728708653351678e-05
14,Unseen,4.0292042738405554e-11,2.728291452663348e-05
14,Unseen,4.39160290968501e-11,2.959787270157335e-05
14,Unseen,3.745519062133105e-11,2.6429034265983758e-05
14,Seen,3.6818854553584976e-11,2.6759793969039304e-05
14,Unseen,3.916858752223896e-11,2.738900266626855e-05
14,Unseen,3.838048484730209e-11,2.6559958862869345e-05
14,Unseen,3.453834593718615e-11,2.6551061044999226e-05
14,Seen,5.370744111018887e-11,3.051827350678095e-05
14,Unseen,3.716662326965487e-11,2.60243426178634e-05
14,Unseen,4.4672746902093147e-11,3.112668616600433e-05
14,Unseen,3.85291286219927e-11,2.728638083051934e-05
14,Unseen,3.5960090342734084e-11,2.5492234858391137e-05
14,Unseen,3.751656022822896e-11,2.7461839646939234e-05
14,Unseen,4.025789396046535e-11,2.8039203798777418e-05
14,Unseen,3.416956019100182e-11,2.680834044541468e-05
14,Unseen,4.468792933221456e-11,2.854369228657217e-05
14,Unseen,3.847301816316295e-11,2.7338644803530114e-05
14,Unseen,3.48022115754294e-11,2.56818319065852e-05
14,Unseen,3.862494468523459e-11,2.5439639744618173e-05
14,Unseen,4.698203999799296e-11,2.9413427375194636e-05
14,Unseen,4.3192964464093786e-11,2.7906558367419108e-05
14,Unseen,4.107957476794474e-11,2.8215846028147482e-05
14,Unseen,4.2759959550289236e-11,2.780437833582272e-05
14,Unseen,3.930010769081603e-11,2.795400264334658e-05
14,Unseen,4.2141800501516744e-11,2.824501693201196e-05
14,Unseen,4.300050688726565e-11,2.8259088091846733e-05
14,Unseen,5.1666091158276364e-11,3.385910159590274e-05
14,Unseen,4.512866017203091e-11,2.900714875471663e-05
14,Seen,5.3406810383794433e-11,3.132362549189859e-05
14,Unseen,5.609796063863938e-11,3.260769357715763e-05
14,Unseen,5.290930893162074e-11,3.1701610268117026e-05
14,Unseen,6.577848300813523e-11,3.560145714526716e-05
14,Unseen,4.2093063759425904e-11,2.8939334769867967e-05
14,Unseen,4.888860488130186e-11,3.306966296431241e-05
14,Unseen,4.7145778316757615e-11,3.096056552751241e-05
14,Unseen,4.780717928170278e-11,2.8812047991550354e-05
14,Unseen,4.514490134396406e-11,3.0561135124045926e-05
14,Unseen,3.910310099621204e-11,2.7641876841957476e-05
14,Unseen,5.645410617811417e-11,3.3514868227685884e-05
14,Seen,4.295519685058716e-11,2.9325318978053102e-05
14,Unseen,3.8234259843162844e-11,2.7930642102187594e-05
14,Unseen,4.8860319508013765e-11,3.0341170698053728e-05
14,Unseen,5.98325528709145e-11,3.551384379451725e-05
14,Unseen,5.578816479802349e-11,3.319953459830915e-05
14,Unseen,5.030370360074752e-11,3.049940853523608e-05
14,Unseen,3.9173299210655285e-11,2.877213131782923e-05
14,Seen,4.2741358646194304e-11,2.744134216601021e-05
14,Unseen,3.485611733635256e-11,2.7969860011938023e-05
14,Unseen,4.1828698161934755e-11,2.8110067707542332e-05
14,Seen,3.63411915418046e-11,2.6011614162649142e-05
14,Seen,3.711333366319231e-11,2.6518072426063447e-05
14,Seen,4.098427675708671e-11,2.7554575823995952e-05
14,Seen,3.0526616956463076e-11,2.4703110174067495e-05
14,Unseen,4.7615281332269814e-11,3.0611665036320605e-05
14,Seen,4.657825504603993e-11,2.7475912262060734e-05
14,Seen,5.271116086026264e-11,3.216629980337272e-05
14,Seen,4.872103424986041e-11,2.8804944119433776e-05
14,Seen,4.1955098655897096e-11,2.968316911838646e-05
14,Seen,4.704718049060622e-11,3.115762787178229e-05
14,Seen,4.2321583232378536e-11,2.630631630581681e-05
14,Unseen,5.1418927974957466e-11,3.076572787273699e-05
14,Seen,5.4067303453589705e-11,3.0085786733480077e-05
14,Seen,5.240458270281284e-11,3.168456684961808e-05
14,Seen,4.7486554788736266e-11,3.023113166482488e-05
14,Seen,4.6854719095150116e-11,2.8397369811001767e-05
14,Seen,4.066329817801217e-11,2.7940171937730018e-05
14,Unseen,3.863149255862964e-11,2.8171205779863986e-05
14,Unseen,4.7152711166479185e-11,3.0220613128311897e-05
14,Unseen,3.856631352480156e-11,2.874812214031674e-05
14,Seen,4.5707914560391226e-11,2.758491411457073e-05
14,Seen,4.64900117736009e-11,3.1152340355079965e-05
14,Seen,4.382482029147362e-11,2.960801931661587e-05
14,Seen,3.464776495687327e-11,2.5684434937321795e-05
14,Seen,4.459528059701265e-11,2.9048775680968625e-05
14,Seen,4.60198467177873e-11,2.8334915411332965e-05
14,Unseen,1.5316102968369348e-10,3.8539303883566495e-05
14,Seen,4.399141998003277e-11,2.971148282022769e-05
14,Unseen,4.934584131945887e-11,3.110326214017788e-05
14,Unseen,5.540570021883503e-11,3.186120763247575e-05
14,Seen,5.152131223108556e-11,3.116954631372428e-05
14,Unseen,4.1922623600266596e-11,2.9525517906262756e-05
14,Unseen,5.0225549081160564e-11,3.123275631573837e-05
14,Unseen,4.0826971413639064e-11,2.8518222439903503e-05
14,Unseen,3.513571035466521e-11,2.7739506066523803e-05
14,Unseen,7.545481003318398e-11,3.800091108757875e-05
14,Unseen,4.0459647268621164e-11,2.885780901009492e-05
14,Unseen,2.4752436789817888e-11,2.2590598144766945e-05
14,Seen,3.051633252844963e-11,2.483058969774334e-05
14,Seen,2.989312568772087e-11,2.472949407545945e-05
14,Seen,4.754215880485261e-11,2.9349218101722893e-05
14,Seen,5.391843897367468e-11,2.986171767344783e-05
14,Seen,4.145454794343835e-11,2.7178645309533436e-05
14,Seen,2.742712682846573e-11,2.5632699054414027e-05
14,Seen,4.7779887610799284e-11,2.9770252897334088e-05
14,Seen,3.9433787655460614e-11,2.7128109139073692e-05
14,Seen,3.3307957991710884e-11,2.5917793712998456e-05
14,Seen,4.965705961783563e-11,2.942151714452806e-05
14,Seen,3.884300561787166e-11,2.870983091818834e-05
14,Seen,3.533879170144853e-11,2.57519619586809e-05
14,Unseen,2.7621191066067688e-11,2.3556738901421727e-05
14,Seen,4.061807013788627e-11,2.7716599514656496e-05
14,Unseen,4.4990054924605315e-11,2.943961971665941e-05
14,Unseen,3.9279146577792925e-11,2.7524143885800924e-05
14,Seen,2.2238876228227557e-11,2.113024451407402e-05
14,Unseen,3.256781569091536e-11,2.540868082466234e-05
14,Unseen,4.756502017064856e-11,3.139841371929271e-05
14,Seen,2.5584802691220622e-11,2.265471240826807e-05
14,Seen,4.01026593967597e-11,2.689044498849464e-05
14,Seen,3.3125681598115774e-11,2.5045715853772508e-05
14,Seen,4.747101447495655e-11,3.009874716071803e-05
14,Unseen,3.467268968155909e-11,2.8323368437639985e-05
14,Seen,4.268986097484059e-11,2.7737159920127863e-05
14,Unseen,5.211542625080178e-11,3.2304037962818166e-05
14,Unseen,3.39084639500322e-11,2.541253385519293e-05
14,Seen,3.04001060154926e-11,2.3932686785493253e-05
14,Seen,1.179123133757224e-10,3.704421503854423e-05
14,Seen,5.592660297085415e-11,3.209420357743391e-05
14,Seen,5.686044709834205e-11,3.1832988060507635e-05
14,Seen,3.8845091597589005e-11,2.915885139272339e-05
14,Seen,3.4595908245211235e-11,2.6476057602419266e-05
14,Seen,2.1065235446606118e-10,3.6239054885179195e-05
14,Unseen,4.984334827133468e-11,2.6724013623097344e-05
14,Seen,3.676155351374365e-11,2.6528277854243944e-05
14,Seen,1.728196237479688e-10,3.910221464264002e-05
14,Seen,3.147165151766585e-11,2.487656388660519e-05
14,Unseen,4.7010274921265594e-11,3.084843055065899e-05
14,Unseen,3.029848543065866e-11,2.5008752987714097e-05
14,Unseen,3.5713358554913944e-11,3.0048246775234203e-05
14,Seen,4.451725831977237e-11,2.9152702777654293e-05
14,Seen,3.3063888803746833e-11,2.6163021922892026e-05
14,Seen,4.5763679837617024e-11,3.170817236457984e-05
14,Seen,4.117323857884421e-11,2.80469570818067e-05
14,Unseen,3.8130006845375935e-11,2.7355883014941878e-05
14,Unseen,4.261848008077828e-11,2.9337206595206492e-05
14,Seen,4.4945950898129676e-11,2.96886988225914e-05
14,Seen,4.891910158462269e-11,3.2305419656077836e-05
14,Unseen,4.719393066809191e-11,3.159725472298578e-05
14,Seen,4.5009930220350834e-11,3.000128381542533e-05
14,Seen,3.798261987567498e-11,2.8591193122154686e-05
14,Unseen,4.056371348668413e-11,2.9535557422086792e-05
14,Unseen,5.556447032990427e-11,3.334494086568288e-05
14,Unseen,4.550444061338036e-11,2.8251716494783718e-05
14,Seen,4.2615049371132265e-11,2.9477381111634367e-05
14,Seen,5.5325605550313026e-11,3.232279337797162e-05
14,Seen,4.933354194861662e-11,3.4003767823384585e-05
14,Seen,4.040353755509071e-11,3.020376478448946e-05
14,Seen,5.195595215680464e-11,3.2685278129669486e-05
14,Unseen,4.4628334065709367e-11,3.080737440480086e-05
14,Unseen,3.4123531417520536e-11,2.6022813628125732e-05
14,Unseen,4.661912659762255e-11,3.0165053929797863e-05
14,Unseen,5.899748702166194e-11,3.117745130587331e-05
14,Unseen,4.008158250794401e-11,2.951771582958433e-05
14,Unseen,3.3174070348591757e-11,2.731414487520195e-05
14,Unseen,4.039423667400682e-11,2.7956367110561464e-05
14,Seen,4.155028569712591e-11,2.722529882729558e-05
14,Unseen,4.7129323340500905e-11,3.051942465666725e-05
14,Unseen,3.4903383361926445e-11,2.605969243530434e-05
14,Seen,4.146934051340783e-11,2.904799132815998e-05
14,Seen,6.937428347349056e-11,3.418183241959507e-05
14,Unseen,3.537774741586339e-11,2.8822634874967844e-05
14,Unseen,3.495716753522629e-11,2.679783625351272e-05
14,Unseen,5.169035323808108e-11,3.4671663262885824e-05
14,Unseen,3.1339732156128356e-11,2.49911136096928e-05
14,Unseen,4.869327506555221e-11,3.400817789620178e-05
14,Seen,3.497819675218234e-11,2.75174700823384e-05
14,Seen,3.69899797646594e-11,2.7437299261657988e-05
14,Unseen,5.209131187197411e-11,3.143966646477159e-05
14,Seen,2.6908344939326798e-11,2.2061866891435637e-05
14,Seen,2.2795067015459854e-11,2.085313404947435e-05
14,Seen,2.7834608968878193e-11,2.397391499434012e-05
14,Seen,3.271872611592244e-11,2.469707726190352e-05
14,Seen,3.9362894420271e-11,2.727940192969544e-05
14,Seen,4.335741721311328e-11,2.8459463554555492e-05
14,Seen,3.0025755944650274e-11,2.4593664083958258e-05
14,Unseen,1.777072844604783e-10,3.716641145417522e-05
14,Seen,3.422933727194735e-11,2.7098912707256006e-05
14,Unseen,3.31173123762514e-11,2.5771516138762695e-05
14,Seen,4.391100229280905e-11,2.8795644419308325e-05
14,Unseen,4.375564208121923e-11,2.9096664599816055e-05
14,Seen,3.7718544255583435e-11,2.7498079218125122e-05
14,Unseen,3.010821916846865e-11,2.41542040078615e-05
14,Seen,4.3982773923583367e-11,2.715433062960747e-05
14,Unseen,3.778730696003079e-11,2.699820890861221e-05
14,Seen,3.595701910024959e-11,2.6506199510045742e-05
14,Unseen,3.265655118704774e-11,2.5681251814648364e-05
14,Unseen,4.2195453374907715e-11,2.7534205108264175e-05
14,Seen,4.2515263970960744e-11,3.378823480736409e-05
14,Seen,5.440395871812073e-11,3.449133645864634e-05
14,Seen,4.671692660407268e-11,3.2982215009486476e-05
14,Seen,4.357762323474789e-11,3.115584462427535e-05
14,Unseen,4.9766125545130104e-11,3.327708037182587e-05
14,Seen,6.264905624412042e-11,3.6397733325414855e-05
14,Seen,4.3407945139670595e-11,3.152493025295324e-05
14,Unseen,4.27797051409123e-11,2.9563257041636095e-05
14,Seen,4.926014826775024e-11,3.221295132989722e-05
14,Seen,4.119461638711912e-11,2.9992807745405495e-05
14,Unseen,4.251377801228406e-11,3.1012187407408847e-05
14,Unseen,4.67023195620641e-11,3.445422998567453e-05
14,Unseen,8.158127077096489e-11,4.3280484029501605e-05
14,Unseen,4.235451287496625e-11,3.056106087440659e-05
14,Seen,5.079304823007501e-11,3.2226055870453256e-05
14,Unseen,5.680321345655081e-11,3.557479762471008e-05
14,Unseen,6.081095541831053e-11,3.540001561958205e-05
14,Unseen,3.368528920637288e-11,2.6471736219900098e-05
14,Unseen,3.701993664176993e-11,2.941341532005924e-05
14,Seen,2.693583149610886e-10,4.951263637584913e-05
14,Unseen,4.855678144563373e-11,3.294542572204948e-05
14,Seen,4.3222989940508053e-11,3.010009115731513e-05
14,Unseen,3.81782959970673e-11,2.8330303331037373e-05
14,Seen,4.0381576958096775e-11,2.9075915621990257e-05
14,Seen,5.849061734242012e-11,3.469666369981044e-05
14,Seen,3.519912465606641e-11,2.871633763389117e-05
14,Seen,5.0970120388339394e-11,3.434372193736778e-05
14,Unseen,3.856083533607727e-11,2.8620869428995382e-05
14,Seen,3.640002462360284e-11,2.8949800869680164e-05
14,Unseen,4.633709944084818e-11,3.307066007871532e-05
14,Seen,4.446443035001194e-11,2.962996291786285e-05
14,Seen,4.3506447670886876e-11,3.039445583655618e-05
14,Unseen,5.1361779150580046e-11,3.24596004253796e-05
14,Seen,4.3811172571194973e-11,3.029053649495326e-05
14,Unseen,4.746723213318288e-11,3.164032748546413e-05
14,Seen,5.328748306895116e-11,3.221336724214085e-05
14,Unseen,6.179495985622338e-11,3.5120153127023406e-05
14,Seen,4.925858793810088e-11,3.2289356373502345e-05
14,Seen,3.868180564630812e-10,4.33358270963591e-05
14,Unseen,4.690445582912028e-11,3.163617085762594e-05
14,Seen,3.090631123454164e-10,4.1541241305675075e-05
14,Seen,4.757165754587226e-11,3.225475502934614e-05
14,Unseen,5.90032825193956e-11,3.397334722020245e-05
14,Seen,2.647596989886058e-10,4.230153633806816e-05
14,Seen,5.808049192386018e-11,3.318593232569762e-05
14,Unseen,4.588266650447866e-11,2.8835431894654393e-05
14,Unseen,1.2472415042999652e-10,3.4022852539822816e-05
14,Unseen,5.492383890231651e-11,3.3822159488855e-05
14,Seen,7.499171506569991e-11,3.430526844512877e-05
14,Seen,6.078429895795607e-11,3.001280318518346e-05
14,Seen,4.897723576732206e-11,3.041441157048234e-05
14,Unseen,4.510456855301038e-11,2.9844208453606797e-05
14,Seen,3.372166055323315e-10,3.77837601885936e-05
14,Unseen,3.876345050873549e-11,2.683711012706897e-05
14,Seen,5.870887045916066e-11,3.4036131573680307e-05
14,Unseen,4.742393606644013e-10,3.605003935000669e-05
14,Unseen,4.009119600786574e-11,2.7954077820446932e-05
14,Seen,5.5544027385375455e-11,3.463610020663403e-05
14,Seen,4.3265652089973457e-11,2.8897090267704754e-05
14,Seen,5.3070918172140464e-11,3.177508752194307e-05
14,Unseen,5.122047531259547e-11,3.0269201657764158e-05
14,Unseen,4.8476922672736975e-11,3.2550526656944995e-05
14,Seen,3.952765876499569e-10,4.176148110790409e-05
14,Seen,5.2466837058281644e-11,3.4132692699802816e-05
14,Unseen,4.1142063566911284e-11,2.8754649540537892e-05
14,Unseen,4.096447121922773e-11,2.979638501729e-05
14,Unseen,4.149476484317175e-11,2.936412140389087e-05
14,Seen,4.868666844606904e-11,3.118016528063387e-05
14,Unseen,3.4994734332396596e-11,2.63595192541945e-05
14,Seen,5.1825909515199286e-11,3.0012989826825267e-05
14,Seen,6.118366770147703e-11,3.406595879950261e-05
14,Unseen,5.177258473695839e-11,3.308548753335185e-05
14,Unseen,4.769609832254618e-11,2.9050879052518468e-05
14,Unseen,3.680070482223394e-11,2.793024642034548e-05
14,Seen,3.940535510827107e-11,2.9233058142372382e-05
14,Seen,4.149893929693566e-11,2.776429778467541e-05
14,Seen,4.901615388599905e-11,3.121805491360791e-05
14,Seen,8.306072189616557e-11,3.554758684809503e-05
14,Seen,7.315652169543075e-11,3.587646947999941e-05
14,Seen,5.0325222924824874e-11,3.011087877181336e-05
14,Unseen,4.714804588383336e-11,3.0922482392583696e-05
14,Unseen,7.761669965885706e-11,3.8455849318963e-05
14,Unseen,4.415685433770968e-11,3.0390056341651802e-05
14,Unseen,4.847224344354457e-11,3.399632376407321e-05
14,Seen,4.682154924335339e-11,2.8920989520303594e-05
14,Unseen,9.027037089571834e-11,3.9914043964467996e-05
14,Unseen,4.716026446703375e-11,2.807285711647833e-05
14,Seen,3.1373814348451113e-10,3.891113746022547e-05
14,Unseen,6.369555300756782e-11,3.6283898473924286e-05
14,Seen,4.859563363468083e-11,3.1725462092013585e-05
14,Unseen,3.290921763699901e-11,2.6940448593849163e-05
14,Unseen,3.444812692491475e-11,2.6406938618073616e-05
14,Unseen,5.5048282117480614e-11,3.340243706224507e-05
14,Seen,6.76386102193932e-11,3.4776150276796995e-05
14,Seen,9.232619597318461e-11,3.687368019792394e-05
14,Unseen,3.267413889188245e-11,2.707509937584556e-05
14,Seen,7.37424963319071e-11,3.601533292437174e-05
14,Unseen,9.256044371587235e-11,4.333504523617888e-05
14,Unseen,5.126995476233534e-11,3.238274065472206e-05
14,Unseen,3.886109309728377e-11,2.8749205697354456e-05
14,Unseen,3.9701204043963635e-11,2.870780941802197e-05
14,Unseen,3.1980933092217124e-11,2.7630677862113657e-05
14,Unseen,3.741205729983813e-11,2.853270619187964e-05
14,Unseen,3.6154457220539464e-11,2.6402617027477278e-05
14,Seen,3.605954037677868e-11,2.9244579853849276e-05
14,Unseen,3.006783485198218e-11,2.631007047569562e-05
14,Unseen,2.7849125096667482e-11,2.4395767119947537e-05
14,Unseen,5.244649389278553e-11,3.056495456665467e-05
14,Seen,4.723448568083113e-11,3.075386250873878e-05
14,Seen,4.886059425006888e-11,3.146684616250036e-05
14,Unseen,5.431060934474757e-11,3.233014812024651e-05
14,Unseen,4.414626603014733e-11,2.8932084911380617e-05
14,Seen,4.679233332762792e-11,3.109871101109379e-05
14,Unseen,4.876888921992586e-11,3.1206575937099375e-05
14,Seen,5.172151654103309e-11,3.1959687572143105e-05
14,Unseen,4.566183503960236e-11,2.9494874584313217e-05
14,Unseen,5.481999150396435e-11,3.473964059923756e-05
14,Unseen,6.550707139774189e-11,3.585756996585333e-05
