subject,trial_index,awareness,perm_entropy,lz_complexity,variance
10,284,Seen,0.9871817711162801,1.0125032899759117,3.1882813591648073e-11
10,285,Unseen,0.9877394907935481,1.0240209075454412,2.880619092190871e-11
10,286,Unseen,0.981115616856455,0.9591034266990022,3.38809867781319e-10
10,288,Unseen,0.9839621663564996,0.9329270231318896,4.151361265921779e-11
10,289,Unseen,0.9848951527846753,1.0491502549698692,2.7163890844783354e-10
10,290,Unseen,0.9828992620927965,1.0313503005442326,2.9879562949085344e-11
10,293,Unseen,0.9848227537358336,0.9789974934100079,2.8063219193820226e-11
10,296,Seen,0.985813464303194,1.0219267952600724,3.537214902681096e-11
10,297,Seen,0.9873725808829854,0.9360681915599431,3.6052540139393197e-10
10,298,Seen,0.9874529173258304,1.0114562338332274,4.695390944665713e-11
10,299,Unseen,0.9839755735083574,1.035538525114971,3.0117140006408953e-10
10,300,Unseen,0.9899737862518561,1.0952207252479869,1.5848448949274888e-10
10,303,Unseen,0.9831440303553381,0.9067506195647772,3.364902965700029e-11
10,304,Seen,0.984940520801171,0.9967974478356442,4.86563357254332e-10
10,305,Seen,0.9862342607085958,0.9329270231318896,4.5393743394833434e-10
10,308,Seen,0.9809477396566363,0.8784801037122957,3.672731674868074e-10
10,309,Seen,0.9793396495047652,0.9224564617050447,6.868174769179477e-11
10,310,Seen,0.9819367116314868,0.860680149286659,3.772460818417524e-10
10,311,Seen,0.9785134428944654,0.9339740792745742,3.42297373072058e-10
10,313,Unseen,0.9845069386749017,0.9507269775575262,3.7375640143628493e-10
10,314,Seen,0.9656947482362312,0.787386219298744,4.599136007022106e-10
10,315,Seen,0.9813198119148759,0.9496799214148417,6.050092565920326e-11
10,316,Seen,0.980314775927018,0.9423505284160503,5.435081183910817e-11
10,318,Seen,0.982650872161489,0.9098917879928305,5.203619862309087e-10
10,319,Seen,0.9853456107376435,0.9821386618380611,3.976580726601493e-10
10,321,Seen,0.9812098455993833,0.9611975389843712,3.437256111271851e-10
10,323,Seen,0.9808182649952697,0.9957503916929596,3.0409491598593637e-11
10,326,Seen,0.9855526979099155,0.9737622126965852,3.042258809443293e-10
10,327,Unseen,0.9842936557683424,1.0104091776905428,3.1863256387449563e-10
10,328,Unseen,0.9821090513077552,0.8973271142806167,3.6477819737095956e-10
10,329,Seen,0.9816668915207305,0.8711507107135041,5.203733558154952e-10
10,330,Seen,0.9827040409204693,0.9863268864087993,3.8762958582782506e-11
10,332,Seen,0.9853336966638702,1.062761984824768,3.310632006508172e-10
10,333,Seen,0.9875015842306786,0.9297858547038363,3.3849771753521706e-11
10,334,Unseen,0.9855395472780835,1.0554325918259764,2.984367338807192e-11
10,336,Seen,0.9804640993918303,0.9077976757074615,4.0681951284779786e-10
10,338,Seen,0.9819037964281354,0.8533507562878677,4.5069356210230436e-11
10,340,Seen,0.9832809536111274,0.9402564161306811,4.214465681177402e-10
10,341,Unseen,0.9618469136563969,0.7633039280170004,2.995788619784793e-10
10,343,Seen,0.979951096606704,0.9580563705563176,3.25261679616348e-10
10,345,Unseen,0.9769052639513883,0.9308329108465206,5.054117278972754e-11
10,346,Seen,0.9838668876299116,0.9559622582709486,3.221028811476947e-11
10,347,Seen,0.9824168766790357,0.9643387074124247,3.878655173230038e-11
10,348,Seen,0.9840313313940287,1.0083150654051738,3.0750777218440755e-10
10,349,Unseen,0.9817621505278238,0.9214094055623602,1.922367160361892e-10
10,350,Seen,0.9841826652444776,0.9664328196977937,3.8210818660993413e-11
10,353,Unseen,0.9840831729881765,1.0187856268320188,4.838026428721305e-10
10,355,Seen,0.9807715596731057,0.9884209986941683,2.845651213599635e-10
10,356,Seen,0.9801956208208663,0.9852798302661148,4.025054379575134e-11
10,358,Seen,0.9836088025842739,0.9549152021282643,3.0675515923472314e-10
10,359,Seen,0.9841026808347038,1.0187856268320186,3.0586081147052454e-11
10,360,Unseen,0.9711507736565999,0.7978567807255891,9.763535126598102e-11
10,361,Unseen,0.9702525733488548,0.808327342152434,2.405561394630561e-11
10,364,Seen,0.9708045835316766,0.781103882442637,1.8780634482920726e-10
10,365,Seen,0.9710425556662002,0.791574443869482,3.116483075685576e-11
10,366,Seen,0.9650026243682057,0.8837153844257182,2.7039677963388737e-10
10,368,Unseen,0.9645968518976403,0.7748215455865299,3.122480618867599e-11
10,370,Seen,0.9686020166402487,0.8386919702902845,2.676285367172412e-11
10,371,Seen,0.9807805442516702,0.8920918335671939,2.0229041699832234e-11
10,372,Seen,0.9763848463248238,0.9119859002781996,2.656399888741279e-10
10,374,Seen,0.9772257749400235,0.829268465006124,2.041799920748013e-11
10,376,Seen,0.9718334464173519,0.768539208730423,3.9484218497558097e-10
10,377,Unseen,0.9864107167406491,0.9842327741234301,4.834683962928981e-10
10,378,Seen,0.9845016417114733,1.0083150654051736,1.39783342014866e-10
10,380,Seen,0.9825187124391137,1.0051738969771202,3.179565951906342e-11
10,381,Seen,0.9828800768643854,0.8669624861427662,3.125849461685589e-10
10,383,Seen,0.9834672095418437,0.8816212721403491,3.5731524638472596e-10
10,385,Seen,0.981469231947508,0.9842327741234302,3.866425873682904e-11
10,386,Unseen,0.9823018991273988,0.9915621671222218,2.7311584540137476e-11
10,388,Seen,0.988440707662556,1.0240209075454412,2.8213670070420546e-11
10,389,Seen,0.9862518884712478,0.9926092232649062,3.0695298215224564e-11
10,391,Seen,0.9838988956194155,1.0344914689722864,3.2616050953290404e-11
10,392,Seen,0.9846357435601696,1.0648560971101366,3.191673314798596e-11
10,393,Seen,0.9866990530513606,0.9769033811246387,3.402901135428296e-11
10,394,Seen,0.9861542874290515,0.9957503916929596,3.274427422802263e-11
10,396,Unseen,0.9751420449873461,0.8324096334341777,4.0525511787420567e-10
10,399,Seen,0.9778544224878272,0.9193152932769911,4.798526877910759e-10
10,400,Unseen,0.9795753853658191,0.9255976301330981,5.211145512807094e-11
10,401,Unseen,0.9820000401358644,0.9151270687062533,4.136101229883501e-10
10,403,Unseen,0.9855397721297063,1.0208797391173878,3.3114247513436336e-11
10,404,Unseen,0.9845700146288175,0.9884209986941682,3.680158547526686e-11
10,405,Seen,0.986795344636623,1.0219267952600724,5.345991637409436e-11
10,407,Seen,0.9877822449471615,1.0659031532528211,3.28759496633157e-11
10,409,Unseen,0.9866319288694493,0.9214094055623603,3.2824976944323495e-10
10,410,Seen,0.9842126127080019,0.9130329564208842,5.636173767996213e-11
10,411,Seen,0.9842553822231587,0.9894680548368527,3.529773061669569e-11
10,412,Seen,0.9839745012711113,0.9685269319831626,3.534651298330009e-11
10,414,Unseen,0.9836242913873849,0.9769033811246387,5.265993158818465e-10
10,415,Seen,0.9868549186346168,0.9611975389843712,2.5587958221251467e-10
10,418,Unseen,0.977645599244228,0.9486328652721572,2.1852820380794341e-10
10,419,Unseen,0.9789588194899043,0.9172211809916221,3.8906494226762474e-10
10,420,Unseen,0.9744348111039549,0.751786310447471,4.088495062352571e-10
10,423,Unseen,0.9855615460917404,0.8460213632890761,4.736360023254791e-10
10,424,Seen,0.9814155812336093,1.0596208163967145,2.2419666764639115e-11
10,425,Unseen,0.9838769685676705,0.9339740792745742,5.607033758356267e-10
10,426,Seen,0.9776812870883193,0.8365978580049155,7.315113257486686e-11
10,427,Seen,0.9841291016921712,0.9015153388513545,5.098681532538388e-10
10,428,Unseen,0.9816406724102329,0.9297858547038361,8.887122900612667e-11
10,430,Seen,0.9762009111722536,0.7999508930109579,5.006075177013803e-10
10,432,Seen,0.9829505267405552,1.0093621215478583,2.4566604613866313e-11
10,435,Seen,0.9827206903444683,0.9360681915599431,4.160022991000819e-10
10,436,Seen,0.974703664398326,0.8324096334341776,5.492927141677553e-10
10,437,Unseen,0.9717195152332553,0.7601627595889472,4.563881741226584e-10
10,438,Seen,0.9761710210991947,0.9967974478356442,2.196061451398467e-11
10,439,Seen,0.9845139209194254,0.9852798302661147,1.504148309131438e-10
10,440,Unseen,0.9854829545538819,0.9915621671222217,3.0754570324606964e-11
10,443,Seen,0.978012890503095,0.8784801037122956,4.2332011720939055e-11
10,444,Seen,0.9799325298010091,0.9119859002781996,4.0128118619098384e-10
10,445,Unseen,0.9821068885845536,0.9706210442685317,3.1235739339106585e-10
10,446,Seen,0.9654264269714339,0.8177508474365947,3.948666939570263e-10
10,449,Unseen,0.9810908297611947,0.9381623038453122,3.303579775603715e-10
10,452,Seen,0.9691243445094443,0.8261272965780705,3.3643178453543105e-10
10,453,Seen,0.9793542726017984,0.9235035178477291,4.3067038398760834e-11
10,454,Seen,0.9794313471956189,0.931879966989205,4.0259055626880135e-11
10,455,Seen,0.976361531739843,0.8994212265659857,3.803108991653965e-10
10,456,Seen,0.9813684600782723,0.8627742615720282,4.420443244001587e-11
10,457,Seen,0.9845011905828042,1.0282091321161793,3.6920390744100316e-11
10,459,Seen,0.9777633726953762,0.9350211354172586,3.2281558042258784e-10
10,460,Seen,0.98000136121393,0.9444446407014191,6.090503224437965e-10
10,462,Seen,0.9736335591252755,0.9255976301330981,2.9105460218316343e-10
10,464,Unseen,0.9779393184173156,0.9695739881258473,2.989060008643829e-10
10,465,Seen,0.9839191917703195,1.0219267952600721,3.227874305112444e-11
10,467,Seen,0.9885503902482049,0.9507269775575261,3.429152430708201e-11
10,468,Seen,0.9867222020142791,0.9433975845587346,3.238087845672526e-11
10,469,Seen,0.9856495781950394,0.8313625772914932,6.435468402246592e-10
10,470,Seen,0.9864423823217563,0.9653857635551092,3.387705705918626e-11
10,472,Seen,0.982277505456447,0.9329270231318896,2.9401338197798645e-10
10,475,Seen,0.9825348342074929,0.9538681459855797,3.0171926683903886e-10
10,477,Seen,0.9796827028556824,0.9580563705563176,2.6159429331831346e-10
10,478,Unseen,0.9833233975826141,0.9475858091294727,3.6144147694603824e-10
10,479,Seen,0.9807481273922461,0.9413034722733656,3.04019460037077e-10
10,480,Unseen,0.9883662693308958,0.9978445039783287,4.4776523211060396e-10
10,482,Seen,0.9849350061683473,0.9245505739904136,3.3802758356153774e-10
10,483,Seen,0.9853056797110652,1.0208797391173878,3.896388900640205e-11
