subject,block,awareness,perm_entropy,lz_complexity
10,experimental,Seen,0.9787974494408717,1.0111751295026528
10,experimental,Unseen,0.9820106605671796,0.9695843786747802
10,experimental,Seen,0.981814013745399,1.0007774417956847
10,localizer,Seen,0.9807421239193993,0.9500887142242149
10,localizer,Seen,0.9847269054793866,1.022872528172992
10,localizer,Seen,0.9795648937688152,1.0176736843195078
10,localizer,Seen,0.971560875231174,0.8383135713743073
10,localizer,Seen,0.9707671513481458,0.9474892922974729
10,localizer,Seen,0.979175211174323,1.0319705049165893
10,localizer,Seen,0.9757262442836124,0.9773826444550061
10,localizer,Seen,0.9843917319053075,1.015074262392766
10,localizer,Seen,0.9739865935130392,0.9617861128945542
10,localizer,Seen,0.9775997084340494,0.9773826444550062
10,localizer,Seen,0.9823344550756771,1.0176736843195078
10,localizer,Seen,0.9828859506378014,0.9513884251875859
10,localizer,Seen,0.9669493637608737,0.8513106810080173
10,localizer,Seen,0.9804596748640872,0.9357918936271336
10,localizer,Seen,0.9830076496400474,1.0085757075759105
10,localizer,Seen,0.9830541233390495,1.0059762856491687
10,localizer,Seen,0.9811623488517066,1.0007774417956847
10,localizer,Seen,0.9765537203674223,1.0189733952828788
10,localizer,Seen,0.9779828060761808,0.9747832225282642
10,localizer,Seen,0.9794061896591739,0.9110973853230844
10,localizer,Seen,0.9760794442934049,0.8708063454585828
10,localizer,Seen,0.9617103330174859,0.9123970962864554
10,localizer,Seen,0.9789097728418397,0.9422904484439888
10,localizer,Seen,0.9770924548458121,1.035869637806702
10,localizer,Seen,0.9755235063624206,0.9734835115648933
10,localizer,Seen,0.9771573736298961,0.964385534821296
10,localizer,Seen,0.978769664934683,1.0072759966125397
10,localizer,Seen,0.9751245257925563,0.9565872690410699
10,localizer,Seen,0.9641219611795219,0.900699697616116
10,localizer,Seen,0.9705565718704766,0.9370916045905048
10,localizer,Seen,0.9752514906482875,0.9617861128945541
10,localizer,Seen,0.9534694673821721,0.8799043222021798
10,localizer,Seen,0.9688086786953646,0.8695066344952118
10,localizer,Seen,0.9775774470051093,0.8838034550922929
10,localizer,Seen,0.9622917954778444,0.8214173288504841
10,localizer,Seen,0.9649396271235096,0.812319352106887
10,localizer,Seen,0.9715445732241087,0.8526103919713884
10,localizer,Seen,0.9711928739604908,0.9409907374806178
10,localizer,Seen,0.9653243664085344,0.9344921826637627
10,localizer,Seen,0.9555003840877905,0.8812040331655508
10,localizer,Seen,0.9364399272172693,0.8370138604109363
10,localizer,Seen,0.9513642083024296,0.8110196411435159
