subject,trial_index,event_name,awareness,perm_entropy_mean,lz_complexity_mean
10,504,Present/Seen/Right,Seen,0.9846707871989757,0.9642848188254037
10,505,Present/Seen/Left,Seen,0.9877857807415253,0.9940899859527345
10,506,Present/Seen/Right,Seen,0.986304594125228,0.9397393870734844
10,509,Present/Seen/Left,Seen,0.9825037622829823,0.8582134887546095
10,511,Present/Seen/Right,Seen,0.9860724912608163,0.8459407728786497
10,512,Present/Unseen/Left,Unseen,0.9834433156862985,0.8967848815076255
10,514,Present/Seen/Left,Seen,0.9806619522165234,0.7915901739993996
10,515,Present/Seen/Right,Seen,0.9767392219152424,0.800356399625085
10,516,Present/Seen/Left,Seen,0.9836954975467093,0.8275316990647102
10,518,Present/Unseen/Right,Unseen,0.9851900077011198,0.8687329595054318
10,519,Present/Seen/Right,Seen,0.9833484080519599,0.9371095193857786
10,521,Present/Seen/Left,Seen,0.9815791977506684,0.8634732241300207
10,523,Present/Seen/Left,Seen,0.9859814190700659,0.9362328968232101
10,524,Present/Seen/Left,Seen,0.976730097661723,0.822271963689299
10,526,Present/Seen/Right,Seen,0.9831145677370152,0.9791874023890692
10,527,Present/Seen/Right,Seen,0.9874946475376443,1.0037328341409884
10,528,Present/Unseen/Left,Unseen,0.9865208125425056,1.0352912463934563
10,529,Present/Seen/Right,Seen,0.9833774632416743,0.9669146865131095
10,531,Present/Seen/Right,Seen,0.9853031793825754,0.9362328968232101
10,532,Present/Seen/Left,Seen,0.9749225130873792,0.8161356057513193
10,534,Present/Unseen/Left,Unseen,0.978233551106188,0.8178888508764561
10,537,Present/Unseen/Right,Unseen,0.9841958323021484,0.8915251461322142
10,538,Present/Seen/Right,Seen,0.9845013611908561,0.9835705152019119
10,539,Present/Seen/Left,Seen,0.9872514915435658,0.8818822979439602
10,540,Present/Unseen/Left,Unseen,0.9922258325102138,1.0843821098972952
10,541,Present/Seen/Right,Seen,0.9867952010257893,0.9660380639505408
10,542,Present/Seen/Right,Seen,0.9871126957758197,0.9511354803868756
10,545,Present/Seen/Left,Seen,0.9827302226608995,0.8652264692551577
10,546,Present/Seen/Right,Seen,0.9866961515003716,0.8213953411267304
10,547,Present/Unseen/Right,Unseen,0.9879348252407958,0.9756809121387948
10,549,Present/Unseen/Left,Unseen,0.9762448327274696,0.8170122283138875
10,551,Present/Seen/Left,Seen,0.9844874894947031,0.9423692547611899
10,554,Present/Seen/Left,Seen,0.9887193173097143,0.8590901113171779
10,555,Present/Seen/Right,Seen,0.9869785981073327,0.8643498466925893
10,556,Present/Seen/Left,Seen,0.9796687060173134,0.8967848815076255
10,557,Present/Unseen/Right,Unseen,0.9877821899909013,0.9537653480745811
10,558,Present/Seen/Left,Seen,0.9815621014938363,0.8249018313770045
10,560,Present/Seen/Right,Seen,0.9794311993611492,0.792466796561968
10,562,Present/Seen/Left,Seen,0.9801931407141988,0.7538954038089519
10,563,Present/Seen/Right,Seen,0.9806191632787765,0.8766225625685489
